task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
39	e8/1cf6a8	45531771	predictRF (20)	COMPLETED	0	2025-03-08 18:05:55.285	3m	19.2s	95.1%	723.6 MB	999.2 MB	66.6 MB	37.9 MB
35	2b/6d0f7a	45531773	predictRF (16)	COMPLETED	0	2025-03-08 18:05:55.437	3m	19.2s	95.3%	723.5 MB	999.9 MB	66.4 MB	37.7 MB
38	92/bdd7ac	45531772	predictRF (19)	COMPLETED	0	2025-03-08 18:05:55.330	3m	19.2s	95.2%	723 MB	999.2 MB	66.6 MB	37.9 MB
37	0e/477d0a	45531774	predictRF (18)	COMPLETED	0	2025-03-08 18:05:55.507	3m	19s	95.3%	725.5 MB	1000.7 MB	66.5 MB	37.7 MB
15	da/11c9fe	45495811	FastKM (6)	COMPLETED	0	2025-03-08 16:53:05.254	2h 49m 45s	2h 42m 14s	4112.4%	12.2 GB	15.2 GB	65.4 GB	4.3 GB
41	48/65e572	45579135	trainRF (4)	COMPLETED	0	2025-03-08 19:42:50.364	6m	5m 36s	97.4%	12.7 GB	13 GB	2.6 GB	1.8 GB
53	e0/dc886d	45579276	predictRF (33)	COMPLETED	0	2025-03-08 19:48:51.316	3m 19s	18s	95.7%	738.3 MB	1013.5 MB	66.9 MB	35.8 MB
67	f1/e06d64	45579274	predictRF (47)	COMPLETED	0	2025-03-08 19:48:51.246	3m 24s	18.3s	95.6%	738.1 MB	1013.5 MB	66.5 MB	34.8 MB
45	e1/684095	45579275	predictRF (25)	COMPLETED	0	2025-03-08 19:48:51.282	3m 29s	18.6s	95.1%	738.3 MB	1013.6 MB	67 MB	36.1 MB
46	4b/19b64b	45579273	predictRF (26)	COMPLETED	0	2025-03-08 19:48:51.210	3m 29s	18.6s	95.1%	737.9 MB	1013.6 MB	67.1 MB	36.1 MB
57	70/4a4e06	45579283	predictRF (37)	COMPLETED	0	2025-03-08 19:48:51.689	3m 29s	18.8s	95.1%	737.9 MB	1013.6 MB	66.8 MB	35.5 MB
62	38/f5fe10	45579277	predictRF (42)	COMPLETED	0	2025-03-08 19:48:51.353	3m 34s	18.5s	95.2%	737.7 MB	1013.6 MB	66.7 MB	35.3 MB
65	a9/4f701d	45579278	predictRF (45)	COMPLETED	0	2025-03-08 19:48:51.409	3m 34s	18.6s	95.1%	737.7 MB	1013.6 MB	66.6 MB	35 MB
60	d4/ed0992	45579279	predictRF (40)	COMPLETED	0	2025-03-08 19:48:51.461	3m 34s	19.3s	94.7%	737.2 MB	1013.6 MB	66.8 MB	35.5 MB
70	18/a46091	45579280	predictRF (50)	COMPLETED	0	2025-03-08 19:48:51.513	3m 34s	18.6s	95.0%	737.3 MB	1013.6 MB	66.2 MB	34.2 MB
52	06/0a4847	45579281	predictRF (32)	COMPLETED	0	2025-03-08 19:48:51.574	3m 34s	19.1s	95.0%	738.1 MB	1013.6 MB	67 MB	35.9 MB
58	4a/10340a	45579282	predictRF (38)	COMPLETED	0	2025-03-08 19:48:51.631	3m 34s	19.1s	94.9%	737.8 MB	1013.6 MB	66.9 MB	35.7 MB
72	88/913d32	45579266	predictRF (52)	COMPLETED	0	2025-03-08 19:48:50.952	3m 59s	6.6s	93.7%	493.6 MB	770.3 MB	43.7 MB	6.7 MB
64	bd/ba3ceb	45579263	predictRF (44)	COMPLETED	0	2025-03-08 19:48:50.809	4m 9s	20.7s	95.7%	738.2 MB	1013.6 MB	66.7 MB	35.2 MB
50	99/6b2dc7	45579269	predictRF (30)	COMPLETED	0	2025-03-08 19:48:51.067	4m 9s	23s	95.2%	737.8 MB	1013.6 MB	67 MB	36 MB
49	fb/f1e674	45579271	predictRF (29)	COMPLETED	0	2025-03-08 19:48:51.138	4m 9s	21.2s	95.4%	738.1 MB	1013.6 MB	67 MB	36 MB
51	c3/4dc571	45579272	predictRF (31)	COMPLETED	0	2025-03-08 19:48:51.173	4m 14s	19.6s	95.0%	737.4 MB	1013.5 MB	66.9 MB	35.8 MB
44	60/366db6	45579257	predictRF (24)	COMPLETED	0	2025-03-08 19:48:50.573	4m 20s	25.7s	95.5%	737.7 MB	1013.6 MB	67 MB	36 MB
66	0e/eb2efd	45579265	predictRF (46)	COMPLETED	0	2025-03-08 19:48:50.879	4m 19s	27.6s	95.6%	737.6 MB	1013.6 MB	66.6 MB	34.9 MB
69	73/8d5b1c	45579270	predictRF (49)	COMPLETED	0	2025-03-08 19:48:51.105	4m 19s	27.7s	95.5%	738.1 MB	1013.6 MB	66.3 MB	34.2 MB
43	ad/b331b7	45579261	predictRF (23)	COMPLETED	0	2025-03-08 19:48:50.738	4m 25s	28.4s	95.2%	738.3 MB	1013.6 MB	67 MB	36 MB
68	9f/fa1ddc	45579264	predictRF (48)	COMPLETED	0	2025-03-08 19:48:50.844	4m 24s	28.4s	95.7%	737.2 MB	1013.6 MB	66.6 MB	34.9 MB
59	10/d70875	45579267	predictRF (39)	COMPLETED	0	2025-03-08 19:48:50.988	4m 24s	28.8s	95.6%	737.4 MB	1013.6 MB	66.9 MB	35.9 MB
42	91/43f40a	45579262	predictRF (22)	COMPLETED	0	2025-03-08 19:48:50.774	4m 25s	28s	95.5%	738.3 MB	1013.6 MB	67 MB	35.9 MB
54	68/fbf662	45579268	predictRF (34)	COMPLETED	0	2025-03-08 19:48:51.028	4m 24s	29.1s	95.6%	737.8 MB	1013.6 MB	66.9 MB	35.8 MB
47	15/331cec	45579253	predictRF (27)	COMPLETED	0	2025-03-08 19:48:50.375	4m 30s	28.4s	95.3%	737.5 MB	1013.5 MB	67 MB	36 MB
55	1e/df17b5	45579255	predictRF (35)	COMPLETED	0	2025-03-08 19:48:50.491	4m 30s	28.5s	95.2%	738.2 MB	1013.6 MB	66.9 MB	35.7 MB
71	ce/f4409d	45579254	predictRF (51)	COMPLETED	0	2025-03-08 19:48:50.431	4m 30s	27.4s	95.3%	737.1 MB	1013.6 MB	66.4 MB	34.2 MB
63	eb/7c88a1	45579256	predictRF (43)	COMPLETED	0	2025-03-08 19:48:50.527	4m 30s	28.2s	95.4%	736.9 MB	1013.5 MB	66.7 MB	35.3 MB
56	5a/e60af1	45579259	predictRF (36)	COMPLETED	0	2025-03-08 19:48:50.664	4m 30s	28.5s	95.3%	736.8 MB	1013.6 MB	66.9 MB	35.7 MB
61	29/279c24	45579258	predictRF (41)	COMPLETED	0	2025-03-08 19:48:50.621	4m 30s	28.1s	95.5%	737.5 MB	1013.6 MB	66.8 MB	35.4 MB
48	29/4c98ce	45579260	predictRF (28)	COMPLETED	0	2025-03-08 19:48:50.700	4m 30s	27.2s	94.8%	737.3 MB	1013.6 MB	67 MB	35.9 MB
16	c4/7de764	45495809	FastKM (7)	COMPLETED	0	2025-03-08 16:53:05.182	3h 3m 45s	2h 56m 13s	4136.4%	12.3 GB	15.2 GB	69.1 GB	4.4 GB
73	f3/7f9a8c	45579472	trainRF (5)	COMPLETED	0	2025-03-08 19:56:50.348	6m 10s	5m 45s	97.4%	12.8 GB	13.1 GB	2.8 GB	1.9 GB
95	18/52e9c0	45579631	predictRF (74)	COMPLETED	0	2025-03-08 20:03:00.379	1m 5s	18.6s	94.6%	725.5 MB	1002.2 MB	66.7 MB	35.4 MB
104	b8/1f532e	45579632	predictRF (83)	COMPLETED	0	2025-03-08 20:03:00.426	2m 5s	18.2s	94.8%	725.6 MB	1002.2 MB	66.3 MB	34.7 MB
101	87/9f1223	45579633	predictRF (80)	COMPLETED	0	2025-03-08 20:03:00.474	3m 5s	18.8s	94.5%	725.5 MB	1002.2 MB	66.5 MB	34.8 MB
85	7f/812150	45579634	predictRF (64)	COMPLETED	0	2025-03-08 20:03:00.523	4m 5s	18.7s	94.5%	726.4 MB	1002.2 MB	67 MB	35.8 MB
90	91/15116f	45579635	predictRF (69)	COMPLETED	0	2025-03-08 20:03:00.569	5m 5s	18.8s	94.4%	725.8 MB	1002.2 MB	66.8 MB	35.6 MB
76	e1/85eb3d	45579636	predictRF (55)	COMPLETED	0	2025-03-08 20:03:00.615	6m 5s	18.8s	94.4%	725.5 MB	1002.2 MB	67 MB	36 MB
80	07/868bca	45579637	predictRF (59)	COMPLETED	0	2025-03-08 20:03:00.660	7m 5s	18.8s	94.4%	726.6 MB	1002.2 MB	67 MB	35.9 MB
98	ea/f4a692	45579643	predictRF (77)	COMPLETED	0	2025-03-08 20:03:00.933	12m 19s	21.6s	95.7%	726.1 MB	1002.2 MB	66.7 MB	35.1 MB
82	ca/1572f0	45579663	predictRF (61)	COMPLETED	0	2025-03-08 20:03:01.923	12m 18s	19.4s	95.8%	726.4 MB	1002.2 MB	67 MB	35.9 MB
97	86/9c6256	45579659	predictRF (76)	COMPLETED	0	2025-03-08 20:03:01.735	12m 24s	19.6s	95.6%	725.6 MB	1002.1 MB	66.7 MB	35.2 MB
87	2e/6c8fff	45579658	predictRF (66)	COMPLETED	0	2025-03-08 20:03:01.684	12m 24s	23.1s	96.2%	726 MB	1002.2 MB	66.9 MB	35.8 MB
84	61/883096	45579640	predictRF (63)	COMPLETED	0	2025-03-08 20:03:00.799	12m 30s	20.5s	95.3%	725.5 MB	1002.1 MB	66.9 MB	35.8 MB
93	f2/a7ffbc	45579642	predictRF (72)	COMPLETED	0	2025-03-08 20:03:00.889	12m 29s	25.6s	95.6%	726.3 MB	1002.2 MB	66.8 MB	35.6 MB
102	d6/709780	45579655	predictRF (81)	COMPLETED	0	2025-03-08 20:03:01.542	12m 29s	23.8s	96.0%	726.9 MB	1002.2 MB	66.5 MB	34.6 MB
99	41/bf4210	45579647	predictRF (78)	COMPLETED	0	2025-03-08 20:03:01.132	12m 34s	26.6s	94.5%	725.1 MB	1002.2 MB	66.6 MB	35 MB
96	11/d3b5c8	45579653	predictRF (75)	COMPLETED	0	2025-03-08 20:03:01.446	12m 39s	25.9s	94.6%	726.3 MB	1002.2 MB	66.7 MB	35.2 MB
86	ba/f6a7f9	45579638	predictRF (65)	COMPLETED	0	2025-03-08 20:03:00.706	12m 45s	30.7s	94.6%	726.3 MB	1002.2 MB	66.9 MB	35.8 MB
89	03/b64a4b	45579644	predictRF (68)	COMPLETED	0	2025-03-08 20:03:00.979	12m 44s	29.4s	94.4%	725.1 MB	1008 MB	66.9 MB	35.7 MB
100	e6/a72cb7	45579646	predictRF (79)	COMPLETED	0	2025-03-08 20:03:01.085	12m 44s	28.8s	96.2%	725.5 MB	1002.2 MB	66.6 MB	34.9 MB
103	14/d3e997	45579650	predictRF (82)	COMPLETED	0	2025-03-08 20:03:01.296	12m 44s	26.5s	96.0%	725.4 MB	1002.2 MB	66.5 MB	34.6 MB
106	b2/ccb3de	45579662	predictRF (85)	COMPLETED	0	2025-03-08 20:03:01.877	12m 43s	21.6s	94.4%	688.7 MB	964.4 MB	57.1 MB	23.3 MB
94	c2/e624ca	45579639	predictRF (73)	COMPLETED	0	2025-03-08 20:03:00.752	12m 50s	28.9s	95.7%	725.3 MB	1002.2 MB	66.8 MB	35.4 MB
105	13/8bf242	45579641	predictRF (84)	COMPLETED	0	2025-03-08 20:03:00.843	12m 50s	28.3s	95.1%	725.7 MB	1002.2 MB	66 MB	33.3 MB
91	db/5cb44e	45579645	predictRF (70)	COMPLETED	0	2025-03-08 20:03:01.025	12m 49s	29s	95.9%	726.2 MB	1002.2 MB	66.8 MB	35.5 MB
77	ea/ac1f31	45579648	predictRF (56)	COMPLETED	0	2025-03-08 20:03:01.185	12m 49s	29.1s	95.8%	726.2 MB	1002.2 MB	67 MB	36 MB
78	09/b870ab	45579649	predictRF (57)	COMPLETED	0	2025-03-08 20:03:01.246	12m 49s	29.4s	95.8%	725.9 MB	1002.1 MB	67 MB	36.1 MB
79	67/d898c7	45579654	predictRF (58)	COMPLETED	0	2025-03-08 20:03:01.495	12m 49s	28.5s	95.9%	725.7 MB	1002.2 MB	67 MB	36.1 MB
74	ca/72cf90	45579660	predictRF (53)	COMPLETED	0	2025-03-08 20:03:01.782	12m 49s	26.6s	95.5%	727 MB	1002.2 MB	67 MB	35.9 MB
92	a7/6d392f	45579656	predictRF (71)	COMPLETED	0	2025-03-08 20:03:01.589	12m 49s	28.3s	96.0%	725.6 MB	1002.2 MB	67 MB	36 MB
83	b9/f8080c	45579661	predictRF (62)	COMPLETED	0	2025-03-08 20:03:01.830	12m 49s	28s	96.0%	726.1 MB	1002.2 MB	67 MB	36 MB
88	0b/ff1a58	45579651	predictRF (67)	COMPLETED	0	2025-03-08 20:03:01.349	12m 54s	24.3s	95.5%	725.7 MB	1002.2 MB	66.9 MB	35.7 MB
75	d2/347a80	45579657	predictRF (54)	COMPLETED	0	2025-03-08 20:03:01.638	12m 54s	25.5s	95.7%	725.5 MB	1002.2 MB	67 MB	36 MB
81	71/2b99d1	45579652	predictRF (60)	COMPLETED	0	2025-03-08 20:03:01.398	12m 54s	24.1s	95.5%	725.2 MB	1002.1 MB	66.9 MB	35.9 MB
10	cd/12fd00	45495807	FastKM (1)	COMPLETED	0	2025-03-08 16:53:05.109	4h 6m 35s	3h 59m 5s	4081.4%	16.4 GB	19.3 GB	123.6 GB	4.2 GB
107	89/e807dd	45580928	trainRF (6)	COMPLETED	0	2025-03-08 20:59:40.477	11m 5s	10m 23s	97.3%	14.1 GB	14.4 GB	2.4 GB	1.6 GB
115	0b/c76dbd	45581190	predictRF (93)	COMPLETED	0	2025-03-08 21:10:45.508	1m 15s	26.9s	95.0%	694.3 MB	971.1 MB	65 MB	33.3 MB
126	c2/82697c	45581191	predictRF (104)	COMPLETED	0	2025-03-08 21:10:45.548	1m 50s	56.2s	95.5%	694.4 MB	970.7 MB	65 MB	34.6 MB
109	d5/4209e0	45581192	predictRF (87)	COMPLETED	0	2025-03-08 21:10:45.583	2m 15s	26.7s	95.1%	693.6 MB	970.7 MB	65 MB	32.7 MB
122	f5/a76af2	45581193	predictRF (100)	COMPLETED	0	2025-03-08 21:10:45.617	3m 15s	26.8s	94.8%	694.8 MB	970.7 MB	64.9 MB	35.1 MB
108	4e/dc73a8	45581194	predictRF (86)	COMPLETED	0	2025-03-08 21:10:45.655	3m 55s	54.3s	95.3%	694.2 MB	970.7 MB	65 MB	32.7 MB
127	83/58b080	45581195	predictRF (105)	COMPLETED	0	2025-03-08 21:10:45.688	4m 15s	26.5s	94.4%	694.8 MB	970.7 MB	64.9 MB	32.4 MB
124	bd/47884f	45581196	predictRF (102)	COMPLETED	0	2025-03-08 21:10:45.732	5m 15s	26.6s	95.0%	693.9 MB	970.7 MB	64.9 MB	35.1 MB
118	1f/ce0be6	45581197	predictRF (96)	COMPLETED	0	2025-03-08 21:10:45.773	5m 55s	57.6s	95.4%	694.7 MB	970.7 MB	64.9 MB	34 MB
119	f3/e38365	45581198	predictRF (97)	COMPLETED	0	2025-03-08 21:10:45.809	6m 15s	26.5s	95.1%	695.1 MB	970.7 MB	65 MB	34.2 MB
110	83/9a4001	45581199	predictRF (88)	COMPLETED	0	2025-03-08 21:10:45.849	7m 15s	26.6s	95.1%	695.3 MB	970.7 MB	64.9 MB	32.8 MB
125	2e/5fec66	45581200	predictRF (103)	COMPLETED	0	2025-03-08 21:10:45.888	7m 55s	56.2s	95.4%	694.2 MB	970.7 MB	65 MB	31.2 MB
117	86/30c919	45581201	predictRF (95)	COMPLETED	0	2025-03-08 21:10:45.932	8m 15s	26.6s	94.6%	694.8 MB	970.7 MB	65 MB	31.3 MB
114	22/18eb78	45581202	predictRF (92)	COMPLETED	0	2025-03-08 21:10:45.979	9m 15s	26.8s	95.0%	694.2 MB	970.7 MB	65 MB	33.6 MB
120	9e/0558fb	45581203	predictRF (98)	COMPLETED	0	2025-03-08 21:10:46.029	9m 54s	55.6s	95.4%	693.7 MB	970.6 MB	65 MB	32.9 MB
111	6d/8b7fb1	45581204	predictRF (89)	COMPLETED	0	2025-03-08 21:10:46.078	10m 9s	27.1s	95.4%	695.4 MB	970.7 MB	65 MB	33.5 MB
134	6d/a8f73a	45581213	predictRF (112)	COMPLETED	0	2025-03-08 21:10:46.651	12m 54s	26.8s	96.1%	699.7 MB	975.9 MB	64.8 MB	33.7 MB
133	25/1328b4	45581214	predictRF (111)	COMPLETED	0	2025-03-08 21:10:46.712	12m 59s	27.5s	95.9%	694.1 MB	970.5 MB	64.7 MB	32 MB
121	dc/8beeee	45581206	predictRF (99)	COMPLETED	0	2025-03-08 21:10:46.205	13m 9s	27.6s	95.7%	694 MB	970.7 MB	64.9 MB	30.8 MB
135	65/0fa449	45581215	predictRF (113)	COMPLETED	0	2025-03-08 21:10:46.774	13m 9s	20.8s	95.1%	580.9 MB	857.6 MB	55.6 MB	22.3 MB
132	e4/9b1019	45581217	predictRF (110)	COMPLETED	0	2025-03-08 21:10:46.915	13m 14s	28.7s	96.1%	694.1 MB	970.7 MB	65 MB	33.9 MB
112	24/ccdfbc	45581205	predictRF (90)	COMPLETED	0	2025-03-08 21:10:46.141	13m 19s	31.8s	95.5%	694.8 MB	970.7 MB	65.1 MB	33.7 MB
129	3b/1e1069	45581210	predictRF (107)	COMPLETED	0	2025-03-08 21:10:46.462	13m 19s	31.3s	95.2%	694.2 MB	970.7 MB	64.9 MB	33.7 MB
130	09/00a77d	45581216	predictRF (108)	COMPLETED	0	2025-03-08 21:10:46.853	13m 24s	29.2s	95.8%	693.9 MB	970.7 MB	65 MB	31.9 MB
128	1d/2761a1	45581212	predictRF (106)	COMPLETED	0	2025-03-08 21:10:46.588	13m 24s	29.4s	95.4%	693.6 MB	970.7 MB	65 MB	33.4 MB
123	35/4597be	45581209	predictRF (101)	COMPLETED	0	2025-03-08 21:10:46.392	13m 24s	31s	95.1%	693.9 MB	970.7 MB	65 MB	30.9 MB
116	9b/17d326	45581207	predictRF (94)	COMPLETED	0	2025-03-08 21:10:46.269	13m 29s	31.5s	95.4%	695.5 MB	970.7 MB	65 MB	33.3 MB
113	37/01cb24	45581208	predictRF (91)	COMPLETED	0	2025-03-08 21:10:46.332	13m 29s	31.5s	95.0%	694.2 MB	970.7 MB	65.1 MB	33.3 MB
131	cd/5bef7a	45581211	predictRF (109)	COMPLETED	0	2025-03-08 21:10:46.527	13m 29s	29.2s	95.5%	694.6 MB	970.7 MB	65 MB	33.7 MB
11	93/ecedf0	45495805	FastKM (2)	COMPLETED	0	2025-03-08 16:53:05.028	4h 51m 1s	4h 43m 32s	4073.4%	29.9 GB	32.9 GB	148.4 GB	4 GB
136	bc/fbe100	45581923	trainRF (7)	COMPLETED	0	2025-03-08 21:44:05.622	5m 40s	4m 55s	97.0%	11.3 GB	11.5 GB	1.8 GB	1.2 GB
151	cd/14a020	45582028	predictRF (128)	COMPLETED	0	2025-03-08 21:49:45.771	4m 50s	19.8s	95.6%	762.9 MB	1 GB	70.2 MB	39.5 MB
149	61/963c3d	45582027	predictRF (126)	COMPLETED	0	2025-03-08 21:49:45.709	5m 5s	23.4s	95.7%	752.1 MB	1 GB	70.5 MB	40.1 MB
147	af/6b9e57	45582031	predictRF (124)	COMPLETED	0	2025-03-08 21:49:45.968	5m 5s	23.5s	95.3%	752.2 MB	1 GB	70.2 MB	39.6 MB
138	74/dd6e7a	45582039	predictRF (115)	COMPLETED	0	2025-03-08 21:49:46.429	5m 4s	23.4s	94.6%	758.5 MB	1 GB	70.5 MB	40.1 MB
140	94/3d0278	45582040	predictRF (117)	COMPLETED	0	2025-03-08 21:49:46.491	5m 4s	24.7s	95.3%	756.8 MB	1 GB	70.3 MB	39.8 MB
145	6c/2d3f24	45582035	predictRF (122)	COMPLETED	0	2025-03-08 21:49:46.223	5m 9s	26.8s	94.7%	758.1 MB	1 GB	70.5 MB	40.1 MB
144	bb/e543e2	45582032	predictRF (121)	COMPLETED	0	2025-03-08 21:49:46.017	5m 15s	26.6s	95.5%	756.7 MB	1 GB	70.6 MB	40.2 MB
154	f4/9563a9	45582033	predictRF (131)	COMPLETED	0	2025-03-08 21:49:46.091	5m 14s	27.2s	94.6%	738.5 MB	1015.3 MB	68.9 MB	38.1 MB
148	53/ba3e04	45582034	predictRF (125)	COMPLETED	0	2025-03-08 21:49:46.160	5m 14s	27.9s	95.2%	752.1 MB	1 GB	70.4 MB	39.9 MB
137	4e/423b26	45582042	predictRF (114)	COMPLETED	0	2025-03-08 21:49:46.614	5m 14s	21.1s	95.4%	757.8 MB	1 GB	70.4 MB	40 MB
141	c2/b5c1b6	45582041	predictRF (118)	COMPLETED	0	2025-03-08 21:49:46.553	5m 14s	28.4s	95.3%	756.5 MB	1 GB	70.3 MB	39.7 MB
142	07/73cd26	45582029	predictRF (119)	COMPLETED	0	2025-03-08 21:49:45.843	5m 20s	27.2s	95.4%	758.2 MB	1 GB	70.4 MB	39.9 MB
153	b0/d2980f	45582030	predictRF (130)	COMPLETED	0	2025-03-08 21:49:45.909	5m 20s	27.2s	95.5%	758.5 MB	1 GB	70.4 MB	39.8 MB
150	99/7fa148	45582037	predictRF (127)	COMPLETED	0	2025-03-08 21:49:46.331	5m 19s	28.8s	94.7%	758.2 MB	1 GB	70.4 MB	39.9 MB
146	5f/526db3	45582026	predictRF (123)	COMPLETED	0	2025-03-08 21:49:45.646	5m 20s	26.3s	94.8%	758.6 MB	1 GB	70.5 MB	40.1 MB
139	f6/e0b277	45582043	predictRF (116)	COMPLETED	0	2025-03-08 21:49:46.675	5m 19s	21.3s	95.5%	757.7 MB	1 GB	70.5 MB	40.2 MB
152	eb/fb055f	45582036	predictRF (129)	COMPLETED	0	2025-03-08 21:49:46.283	5m 19s	27.6s	94.7%	751.8 MB	1 GB	70.4 MB	39.9 MB
143	de/31b27b	45582038	predictRF (120)	COMPLETED	0	2025-03-08 21:49:46.380	5m 19s	27.6s	94.7%	758 MB	1 GB	70.5 MB	40.1 MB
157	f8/4964b0	45582197	setHaplotypes (3)	COMPLETED	0	2025-03-08 21:55:05.695	34.9s	2.3s	86.3%	22.4 MB	48.1 MB	475.3 MB	245.4 MB
